object_probs,left,top,right,bottom
truck 0.74733,350,203,442,289
motorbike 0.94839,888,420,960,478
motorbike 0.93240,598,328,639,367
motorbike 0.93057,527,287,560,324
motorbike 0.90663,476,268,500,303
motorbike 0.86546,403,441,452,502
person 0.60456 motorbike 0.62750,454,254,478,283
motorbike 0.56501,454,266,478,294
car 0.99141,448,340,586,443
person 0.88533,404,403,449,467
person 0.85931,598,304,637,363
person 0.70731,530,279,558,307
person 0.63190,899,395,946,468
person 0.62869,474,256,497,281
person 0.59404,604,302,624,328
person 0.59089,602,309,630,342
